time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,resume,promote
5292000097,298,100,79,5274000097,5292000097,18000000,5292000018,18000000,5274000018,0,0,0
5310000097,299,100,79,5292000097,5310000097,18000000,5310000018,18000000,5292000018,0,0,0
5328000097,300,100,79,5310000097,5328000097,18000000,5328000018,18000000,5310000018,0,0,0
5346000097,301,100,79,5328000097,5346000097,18000000,5346000018,18000000,5328000018,0,0,0
5364000097,302,100,79,5346000097,5364000097,18000000,5364000018,18000000,5346000018,0,0,0
5382000097,303,100,79,5364000097,5382000097,18000000,5382000018,18000000,5364000018,0,0,0
5400000097,304,100,79,5382000097,5400000097,18000000,5400000018,18000000,5382000018,0,0,0
5418000097,305,100,79,5400000097,5418000097,18000000,5418000018,18000000,5400000018,0,0,0
5436000097,306,100,79,5418000097,5436000097,18000000,5436000018,18000000,5418000018,0,0,0
5454000097,307,100,79,5436000097,5454000097,18000000,5454000018,18000000,5436000018,0,0,0
5472000097,308,100,79,5454000097,5472000097,18000000,5472000018,18000000,5454000018,0,0,0
5490000097,309,100,79,5472000097,5490000097,18000000,5490000018,18000000,5472000018,0,0,0
5508000097,310,100,79,5490000097,5508000097,18000000,5508000018,18000000,5490000018,0,0,0
5526000097,311,100,79,5508000097,5526000097,18000000,5526000018,18000000,5508000018,0,0,0
5544000097,312,100,79,5526000097,5544000097,18000000,5544000018,18000000,5526000018,0,0,0
